Objeto,Confianza,X1,Y1,X2,Y2,Tiempo
telefono celular,0.7796958684921265,287,69,420,318,1743563701.6233885
silla,0.6917300820350647,571,286,639,478,1743563701.6237712
persona,0.5503475666046143,130,62,617,479,1743563701.624025
silla,0.33822405338287354,0,413,134,479,1743563701.624338
silla,0.2850305140018463,39,323,147,460,1743563701.624595
telefono celular,0.6317410469055176,287,84,417,317,1743563702.0063572
telefono celular,0.6291625499725342,284,82,418,408,1743563702.00693
silla,0.597107470035553,572,286,639,426,1743563702.007466
persona,0.4790416657924652,131,67,604,479,1743563702.0078564
telefono celular,0.33093830943107605,110,75,601,480,1743563702.0083437
silla,0.2844911813735962,0,413,134,479,1743563702.0088823
silla,0.2600463330745697,103,323,155,414,1743563702.0092719
silla,0.7031669616699219,572,285,639,478,1743563702.3921077
silla,0.39725980162620544,0,412,134,479,1743563702.3923912
persona,0.3946968913078308,127,64,626,479,1743563702.3926284
telefono celular,0.32064592838287354,280,75,423,301,1743563702.3929493
silla,0.26094886660575867,102,322,154,409,1743563702.393276
silla,0.5713565945625305,572,286,639,478,1743563702.773039
persona,0.3927530348300934,86,58,593,479,1743563702.7738876
silla,0.33110305666923523,0,413,135,479,1743563702.7746384
telefono celular,0.3062152564525604,280,79,418,310,1743563702.7751188
silla,0.6047874093055725,572,286,639,426,1743563703.148032
persona,0.4812847375869751,113,62,605,479,1743563703.1484313
silla,0.3360674977302551,0,412,134,479,1743563703.1489007
telefono celular,0.25352445244789124,281,75,422,311,1743563703.1492453
silla,0.6102046966552734,572,286,639,425,1743563703.538293
persona,0.44861188530921936,109,60,601,480,1743563703.5385602
telefono celular,0.38524502515792847,279,59,437,311,1743563703.5388703
persona,0.7966859936714172,116,58,635,479,1743563703.9173443
persona,0.8172034621238708,74,49,625,479,1743563704.293953
silla,0.6311763525009155,572,286,639,428,1743563704.2945237
silla,0.40141597390174866,414,138,559,303,1743563704.2948203
persona,0.8351069688796997,68,46,638,479,1743563704.671168
silla,0.662663459777832,574,286,639,422,1743563704.6715295
silla,0.25190502405166626,415,138,559,302,1743563704.6717846
persona,0.8748132586479187,24,49,639,479,1743563705.0475209
silla,0.6847126483917236,573,287,639,403,1743563705.0479891
silla,0.4113849401473999,412,138,560,300,1743563705.0483334
persona,0.8538404703140259,7,49,639,479,1743563705.426877
silla,0.5645034909248352,573,287,639,405,1743563705.42736
silla,0.3857204020023346,409,138,559,300,1743563705.4276974
persona,0.8096054792404175,6,48,624,479,1743563705.8069468
silla,0.7639365792274475,574,287,639,399,1743563705.807494
silla,0.36586031317710876,44,323,133,412,1743563705.8078783
silla,0.3310096859931946,410,138,560,302,1743563705.8082614
persona,0.6642791032791138,110,221,632,479,1743563706.201981
persona,0.5724221467971802,0,237,126,479,1743563706.2024724
persona,0.511591911315918,87,53,622,479,1743563706.2028904
silla,0.39606037735939026,570,286,639,477,1743563706.2033467
persona,0.7288894653320312,22,201,616,479,1743563706.580602
teclado,0.45150795578956604,2,80,631,193,1743563706.5809262
persona,0.3555822968482971,0,66,137,475,1743563706.5816147
persona,0.30260536074638367,593,194,639,479,1743563706.5821013
persona,0.7651108503341675,20,197,620,479,1743563706.956889
teclado,0.6975288987159729,6,27,639,202,1743563706.9573185
persona,0.3248029053211212,0,65,137,478,1743563706.9577096
persona,0.3233790695667267,593,191,639,478,1743563706.9581318
persona,0.6925782561302185,3,191,619,479,1743563707.32611
teclado,0.5197538137435913,16,7,597,201,1743563707.3266368
persona,0.4209126830101013,595,183,639,478,1743563707.3270001
persona,0.7582133412361145,51,195,623,479,1743563707.7014933
teclado,0.4808671474456787,13,3,627,205,1743563707.7019618
persona,0.3608602285385132,598,186,639,478,1743563707.702349
persona,0.3313181698322296,0,75,145,478,1743563707.7027261
persona,0.7295156717300415,9,197,619,479,1743563708.0788503
persona,0.4553677439689636,596,193,639,479,1743563708.0793464
teclado,0.4525337815284729,12,1,628,212,1743563708.0797591
persona,0.2588753402233124,0,76,194,478,1743563708.080126
persona,0.789630651473999,30,212,618,479,1743563708.4590828
teclado,0.5554222464561462,1,1,628,220,1743563708.459529
persona,0.4926600754261017,601,205,639,479,1743563708.4598694
persona,0.4396349787712097,0,84,146,479,1743563708.4602242
silla,0.2899931073188782,409,254,480,292,1743563708.4606194
persona,0.8113324642181396,89,206,619,479,1743563708.8411632
persona,0.528766930103302,603,202,639,479,1743563708.8415067
teclado,0.4423366189002991,2,0,610,220,1743563708.8417754
persona,0.3677442669868469,0,50,137,478,1743563708.8420115
persona,0.8640887141227722,125,221,613,479,1743563709.231034
persona,0.42923611402511597,603,215,639,479,1743563709.2315295
ratón,0.267014741897583,271,63,432,154,1743563709.6085205
teclado,0.5447094440460205,0,164,639,476,1743563709.9832182
persona,0.48503339290618896,271,70,433,171,1743563709.9835246
teclado,0.5399001240730286,1,166,640,478,1743563710.3616905
persona,0.3669682443141937,271,69,435,171,1743563710.362126
teclado,0.754538893699646,0,170,639,478,1743563710.7353408
persona,0.2902309000492096,272,69,435,181,1743563710.7357912
teclado,0.7201696634292603,0,181,639,479,1743563711.1187184
persona,0.3192811906337738,269,69,435,187,1743563711.119177
teclado,0.7103893756866455,0,175,639,478,1743563711.4880307
teclado,0.7963231205940247,0,172,640,465,1743563711.864304
laptop,0.29886963963508606,7,100,639,477,1743563711.8648064
persona,0.7962319850921631,30,60,639,479,1743563712.2447119
persona,0.8338727355003357,9,59,634,480,1743563712.6175303
silla,0.5851989984512329,574,287,639,427,1743563712.6180115
laptop,0.337517648935318,0,323,137,447,1743563712.61835
laptop,0.2511342465877533,47,323,129,414,1743563712.6187067
persona,0.8977372646331787,3,57,639,479,1743563712.9958825
silla,0.6264719367027283,574,287,639,404,1743563712.9963834
silla,0.33341923356056213,409,138,559,299,1743563712.9967432
laptop,0.3137669861316681,0,322,119,466,1743563712.9974277
persona,0.9084025621414185,1,54,640,479,1743563713.3749025
silla,0.6413033604621887,574,287,639,403,1743563713.3752332
silla,0.31475043296813965,401,138,559,298,1743563713.3754683
laptop,0.2707468867301941,0,323,116,453,1743563713.3757079
persona,0.9197256565093994,0,54,639,479,1743563713.7654386
silla,0.5078331232070923,571,286,639,454,1743563713.7659574
persona,0.903742253780365,0,55,623,479,1743563714.1454964
silla,0.6187824010848999,571,286,639,426,1743563714.1460168
persona,0.8791778683662415,0,51,623,479,1743563714.5231378
silla,0.6061583161354065,571,286,639,425,1743563714.5234802
persona,0.8700605630874634,1,56,598,480,1743563714.889933
silla,0.6632169485092163,571,286,639,478,1743563714.890283
persona,0.7527773380279541,74,58,592,480,1743563715.2655444
silla,0.5478644371032715,572,286,639,426,1743563715.266038
laptop,0.3590852618217468,39,323,130,415,1743563715.2663977
bottle,0.261424720287323,250,179,287,297,1743563715.2667887
persona,0.7970648407936096,87,51,608,480,1743563715.742759
silla,0.6124531030654907,571,286,639,477,1743563715.743249
silla,0.3114832043647766,37,323,137,418,1743563715.7435677
toothbrush,0.31068527698516846,333,112,418,275,1743563715.7437901
persona,0.8171424865722656,87,50,609,480,1743563716.1218545
silla,0.6548992395401001,570,286,639,478,1743563716.1223695
tijeras,0.3772653341293335,323,108,406,280,1743563716.1227407
toothbrush,0.3509467542171478,323,111,407,273,1743563716.123151
silla,0.3075488805770874,39,322,138,417,1743563716.1235797
persona,0.8359277248382568,85,51,596,480,1743563716.4969554
silla,0.6217374801635742,571,286,639,477,1743563716.497446
tijeras,0.34027084708213806,322,108,407,276,1743563716.4978113
toothbrush,0.2937145233154297,322,111,408,273,1743563716.4981923
silla,0.2599951922893524,40,322,138,416,1743563716.4986224
persona,0.8052268624305725,93,50,608,480,1743563716.8738573
silla,0.613622784614563,570,286,639,478,1743563716.8743808
tijeras,0.3615134656429291,323,106,408,275,1743563716.8747573
silla,0.29716911911964417,40,322,137,416,1743563716.8751802
toothbrush,0.25693202018737793,323,106,408,273,1743563716.8755503
persona,0.7961341142654419,69,48,583,479,1743563717.247024
silla,0.653807520866394,571,286,639,478,1743563717.2475674
tijeras,0.2966480851173401,324,104,409,275,1743563717.247951
toothbrush,0.2779943645000458,324,107,409,272,1743563717.2483687
silla,0.25537222623825073,0,322,164,479,1743563717.248825
persona,0.7786813378334045,100,59,582,479,1743563717.6275463
silla,0.6625514030456543,571,286,639,477,1743563717.6280346
toothbrush,0.36072632670402527,326,109,410,274,1743563717.6283927
tijeras,0.2790147364139557,326,107,411,282,1743563717.6288238
persona,0.8706362247467041,1,46,584,479,1743563717.998546
silla,0.6762034893035889,571,286,639,478,1743563717.9990475
toothbrush,0.4199666678905487,326,104,410,272,1743563717.999421
silla,0.3694518804550171,573,286,639,423,1743563717.9998534
telefono celular,0.33819904923439026,402,253,483,294,1743563718.0001984
tijeras,0.3141360878944397,326,102,411,273,1743563718.0006416
persona,0.848772406578064,71,48,633,479,1743563718.3764663
silla,0.6453859806060791,571,286,639,429,1743563718.376964
persona,0.7463358044624329,103,59,627,480,1743563718.7511623
silla,0.5871240496635437,572,287,639,427,1743563718.7516427
telefono celular,0.26670581102371216,398,252,483,295,1743563718.7519925
persona,0.798730731010437,122,57,633,479,1743563719.1402733
telefono celular,0.5522730350494385,330,98,382,243,1743563719.1406283
silla,0.5369608402252197,572,286,639,427,1743563719.141348
silla,0.399557501077652,0,413,135,479,1743563719.1417508
telefono celular,0.30194079875946045,399,253,480,295,1743563719.1423428
silla,0.2814682126045227,39,322,142,432,1743563719.1429312
persona,0.8511269688606262,126,45,620,479,1743563719.5184748
telefono celular,0.7586720585823059,363,105,406,247,1743563719.5189695
silla,0.6862391233444214,570,286,639,478,1743563719.5192761
silla,0.3888375163078308,0,413,136,479,1743563719.5195215
persona,0.8321921825408936,128,53,582,479,1743563719.8993726
telefono celular,0.7538447380065918,349,104,393,238,1743563719.8998785
silla,0.693936824798584,571,286,639,478,1743563719.9003417
silla,0.36115512251853943,0,412,136,479,1743563719.9007118
silla,0.27961981296539307,39,323,146,426,1743563719.9010682
silla,0.2580639123916626,103,323,150,403,1743563719.9014366
persona,0.8205816149711609,121,60,589,479,1743563720.2829678
telefono celular,0.7478832006454468,348,105,393,243,1743563720.2834928
silla,0.7296364903450012,571,286,639,478,1743563720.2839777
silla,0.4479110836982727,0,412,136,479,1743563720.2843378
tie,0.3891887962818146,317,380,420,479,1743563720.284704
silla,0.2958815097808838,40,322,145,438,1743563720.2850673
silla,0.7958894371986389,571,286,639,478,1743563720.6615758
persona,0.790599524974823,118,57,580,480,1743563720.661974
telefono celular,0.61695796251297,344,105,392,255,1743563720.6624177
tie,0.46867135167121887,315,380,416,479,1743563720.6628852
silla,0.3023642599582672,0,413,136,479,1743563720.6631973
silla,0.25826796889305115,41,322,145,435,1743563720.6635327
silla,0.2571364641189575,103,323,152,389,1743563720.6638834
persona,0.7747342586517334,115,56,576,480,1743563721.0380561
silla,0.7629443407058716,571,286,639,478,1743563721.0385368
telefono celular,0.5058935880661011,344,105,389,259,1743563721.0388975
silla,0.3167814314365387,0,413,136,479,1743563721.0393696
persona,0.8000216484069824,125,54,589,479,1743563721.418426
silla,0.7544361352920532,570,286,639,478,1743563721.4187753
telefono celular,0.7450668811798096,344,105,395,262,1743563721.4190092
silla,0.30500632524490356,0,413,136,479,1743563721.4193106
silla,0.2879747450351715,102,323,151,394,1743563721.4195988
silla,0.26192545890808105,40,323,146,444,1743563721.4199407
silla,0.7961745262145996,570,286,639,479,1743563721.7960234
persona,0.7838015556335449,123,55,577,480,1743563721.7964096
telefono celular,0.7019072771072388,344,105,392,261,1743563721.7971714
silla,0.28129512071609497,0,413,136,479,1743563721.79773
silla,0.82148677110672,571,286,639,479,1743563722.170276
persona,0.8057928085327148,118,52,581,479,1743563722.170681
silla,0.2602069079875946,0,412,136,479,1743563722.1711748
telefono celular,0.8353781700134277,320,111,375,251,1743563722.546777
persona,0.8156815767288208,126,55,580,480,1743563722.54723
silla,0.7122583389282227,571,286,639,479,1743563722.547682
silla,0.3463744819164276,0,413,134,479,1743563722.5480042
silla,0.3241082429885864,573,286,639,425,1743563722.5483322
silla,0.28418824076652527,103,323,149,400,1743563722.5486994
persona,0.849331259727478,116,55,595,479,1743563722.9457166
silla,0.47038641571998596,572,286,639,426,1743563722.946291
silla,0.36598286032676697,41,323,141,424,1743563722.9466667
remote,0.36547720432281494,307,379,425,479,1743563722.9470572
silla,0.2664872705936432,103,323,150,392,1743563722.947477
silla,0.2540270686149597,0,412,133,480,1743563722.9478502
persona,0.8085252642631531,107,61,635,479,1743563723.417855
silla,0.6000778675079346,572,286,639,428,1743563723.4182477
silla,0.37488651275634766,406,139,559,301,1743563723.4185252
persona,0.8510039448738098,7,58,624,479,1743563723.802652
silla,0.521317720413208,571,286,639,425,1743563723.8031545
silla,0.316176176071167,403,138,559,300,1743563723.8035078
persona,0.8656300902366638,14,56,621,479,1743563724.1767733
silla,0.5224286317825317,572,286,639,424,1743563724.1772647
silla,0.31369054317474365,407,138,559,300,1743563724.1776133
persona,0.6486729979515076,136,52,621,480,1743563724.5602298
silla,0.5740041732788086,572,287,639,424,1743563724.5607238
silla,0.28225043416023254,407,138,560,301,1743563724.5610664
persona,0.8151397705078125,101,55,623,480,1743563724.9371157
silla,0.5362040400505066,572,286,639,424,1743563724.937458
silla,0.3484840989112854,571,286,639,480,1743563724.9376838
silla,0.6575907468795776,573,287,639,404,1743563725.3131845
persona,0.5917714834213257,23,59,624,479,1743563725.313456
persona,0.47662729024887085,196,63,616,479,1743563725.3137925
persona,0.32614991068840027,527,384,639,479,1743563725.314103
telefono celular,0.3072681427001953,389,250,476,293,1743563725.3143678
persona,0.6819472312927246,131,41,636,479,1743563725.6941912
persona,0.8590633869171143,9,3,637,478,1743563726.0752077
persona,0.8432077169418335,106,1,640,480,1743563726.4804573
persona,0.7280392646789551,146,0,636,478,1743563726.8739412
persona,0.8785178065299988,168,0,636,478,1743563727.2672472
silla,0.4669778048992157,0,215,195,410,1743563727.2677052
florero,0.4390278458595276,0,310,37,413,1743563727.2680776
persona,0.8742784261703491,181,0,638,478,1743563727.6633973
silla,0.2630654275417328,61,231,226,399,1743563727.6637137
persona,0.8260141611099243,185,0,639,478,1743563728.0601215
pelota deportiva,0.36709851026535034,279,387,424,479,1743563728.0605474
silla,0.3608000874519348,17,211,204,406,1743563728.0610356
persona,0.8066302537918091,118,0,639,478,1743563728.4535713
persona,0.885817289352417,155,0,632,479,1743563728.8401408
silla,0.5049341320991516,30,264,194,440,1743563728.8405654
persona,0.879264771938324,150,0,636,479,1743563729.2228484
silla,0.5275847315788269,30,265,190,439,1743563729.2232106
persona,0.8794283270835876,146,0,635,479,1743563729.6148915
silla,0.5056297183036804,30,265,188,435,1743563729.6153429
persona,0.875953197479248,134,1,637,479,1743563730.0023818
silla,0.4547322690486908,30,266,188,431,1743563730.0028408
persona,0.8520252108573914,139,0,636,479,1743563730.399612
silla,0.4047468304634094,31,266,192,436,1743563730.4000294
persona,0.857429563999176,161,0,638,480,1743563730.7938423
florero,0.5454069972038269,0,342,32,450,1743563730.7942505
silla,0.38284027576446533,109,266,191,354,1743563730.7945256
silla,0.2760474383831024,0,250,67,449,1743563730.794779
persona,0.8389027714729309,183,0,639,479,1743563731.1813972
silla,0.5771998167037964,15,250,215,441,1743563731.1817954
silla,0.252341628074646,0,343,69,451,1743563731.1821768
persona,0.8948220014572144,211,0,639,479,1743563731.5696127
silla,0.45494478940963745,80,265,233,434,1743563731.5699954
silla,0.27138200402259827,30,252,119,440,1743563731.570432
persona,0.9089317917823792,218,1,639,479,1743563731.9580452
silla,0.43901705741882324,89,265,240,424,1743563731.9587288
silla,0.2949531376361847,29,249,139,446,1743563731.959121
persona,0.9001705050468445,236,0,639,479,1743563732.34265
persona,0.9024702310562134,238,0,639,479,1743563732.7209804
silla,0.5282017588615417,106,264,264,435,1743563732.7213817
silla,0.2941153645515442,55,248,248,439,1743563732.7217505
persona,0.8973202109336853,238,1,639,479,1743563733.1030388
silla,0.6614568829536438,103,265,262,432,1743563733.1033454
silla,0.3478669822216034,53,247,248,442,1743563733.1036203
persona,0.8075893521308899,232,0,639,480,1743563733.4823647
persona,0.6665253639221191,190,0,639,479,1743563733.8726153
silla,0.32156455516815186,180,265,261,371,1743563733.8730643
silla,0.26363661885261536,53,248,144,436,1743563733.8734682
silla,0.25390323996543884,102,349,244,435,1743563733.873886
persona,0.8296428918838501,222,0,639,479,1743563734.2497718
silla,0.4795588254928589,105,266,260,427,1743563734.2501853
silla,0.3044765889644623,53,248,158,436,1743563734.2505603
persona,0.845762312412262,227,0,639,479,1743563734.623588
silla,0.6533622145652771,105,265,264,428,1743563734.6238751
silla,0.3210567533969879,54,247,171,437,1743563734.6242037
silla,0.2994705140590668,54,248,249,439,1743563734.6245637
persona,0.842553973197937,228,0,639,479,1743563735.0039575
silla,0.568954348564148,103,265,266,434,1743563735.004392
silla,0.291290283203125,52,247,153,437,1743563735.0047827
persona,0.8391620516777039,172,0,639,479,1743563735.3891773
silla,0.4408208727836609,105,265,274,431,1743563735.3894837
silla,0.26212918758392334,53,249,251,439,1743563735.3898187
persona,0.8332049250602722,178,0,639,478,1743563735.7810082
silla,0.5135688781738281,104,265,276,431,1743563735.7814496
silla,0.3207082748413086,54,249,257,440,1743563735.7818577
silla,0.2839201092720032,181,265,274,357,1743563735.7822385
persona,0.8478793501853943,214,0,640,477,1743563736.1662166
silla,0.4603617191314697,105,265,278,428,1743563736.1666524
silla,0.28820347785949707,53,248,258,440,1743563736.167045
persona,0.8796860575675964,203,0,640,477,1743563736.5533116
silla,0.4162803590297699,105,265,278,429,1743563736.5536659
silla,0.26939016580581665,55,248,258,440,1743563736.55391
persona,0.8598071932792664,209,0,640,478,1743563736.9382937
silla,0.408137708902359,102,265,280,433,1743563736.9385724
silla,0.28788119554519653,52,248,264,440,1743563736.9388056
persona,0.8802773356437683,203,0,640,477,1743563737.321109
persona,0.8701969385147095,214,0,640,477,1743563737.698012
silla,0.34876665472984314,51,248,262,440,1743563737.698417
silla,0.25026610493659973,107,265,280,426,1743563737.698821
persona,0.5398968458175659,218,175,638,479,1743563738.0756395
persona,0.3310365080833435,481,0,639,342,1743563738.0759966
silla,0.4534928798675537,53,251,280,467,1743563738.4733305
persona,0.39468351006507874,268,189,639,479,1743563738.4737267
persona,0.7966970205307007,288,194,639,479,1743563738.85739
silla,0.44102492928504944,52,250,291,459,1743563738.8578694
silla,0.2932259440422058,106,264,296,449,1743563738.8582191
persona,0.5981996655464172,294,195,639,479,1743563739.2428906
silla,0.4269506335258484,105,265,298,448,1743563739.2433598
silla,0.5347952842712402,51,249,298,449,1743563739.6219797
persona,0.4700445234775543,306,195,638,479,1743563739.6222515
silla,0.27155470848083496,105,263,311,451,1743563739.6225302
persona,0.6453554034233093,305,197,639,479,1743563740.1096761
silla,0.4915466904640198,51,251,301,450,1743563740.1101913
silla,0.26049792766571045,101,264,308,460,1743563740.1105917
persona,0.7654085755348206,294,197,639,479,1743563740.4936736
silla,0.5350921154022217,104,265,303,447,1743563740.4941258
silla,0.34371185302734375,54,248,293,446,1743563740.494481
persona,0.7507705092430115,293,199,639,479,1743563740.8858945
silla,0.47678884863853455,105,265,300,448,1743563740.8863442
persona,0.5868885517120361,288,196,639,479,1743563741.2730322
silla,0.5218905806541443,55,250,290,450,1743563741.273548
silla,0.36850348114967346,111,263,300,449,1743563741.273945
persona,0.5124256014823914,274,192,638,479,1743563741.6547384
silla,0.29412832856178284,106,264,302,448,1743563741.655061
silla,0.2638069689273834,51,252,290,462,1743563741.6553226
silla,0.4487430155277252,54,249,271,446,1743563742.040379
persona,0.43649572134017944,248,189,639,479,1743563742.0406637
silla,0.266092985868454,104,266,299,435,1743563742.040958
persona,0.804488480091095,164,0,638,480,1743563742.424792
laptop,0.3632165491580963,210,268,277,353,1743563742.4252203
silla,0.29824933409690857,52,248,260,439,1743563742.4256167
persona,0.9066236615180969,195,0,639,480,1743563742.8041315
remote,0.3634638786315918,399,367,637,479,1743563742.8045359
silla,0.3429071009159088,55,247,228,440,1743563742.8052382
silla,0.3003975749015808,106,266,249,433,1743563742.8056304
persona,0.9121429920196533,203,0,639,478,1743563743.1910262
silla,0.4113883376121521,106,265,239,433,1743563743.1915863
persona,0.8594701886177063,182,0,638,478,1743563743.5800426
telefono celular,0.2553822100162506,364,355,508,479,1743563743.5804636
persona,0.9091755151748657,172,1,639,479,1743563743.963817
tie,0.3236725330352783,313,250,541,479,1743563743.9641016
persona,0.9047468304634094,106,0,639,479,1743563744.3499386
tie,0.25621697306632996,280,219,494,479,1743563744.3502321
persona,0.8974970579147339,112,0,639,479,1743563744.7296329
persona,0.9053043723106384,127,0,639,479,1743563745.1114848
persona,0.7185184359550476,187,0,639,478,1743563745.5009277
persona,0.9088987112045288,195,0,639,480,1743563745.8763945
frisbee,0.3187340199947357,327,157,556,315,1743563745.8772106
silla,0.25335291028022766,54,248,203,439,1743563745.8776758
persona,0.9005837440490723,193,0,640,479,1743563746.2682703
silla,0.3111734986305237,55,248,147,436,1743563746.2686841
persona,0.8823227882385254,189,0,639,480,1743563746.6501217
persona,0.8986845016479492,194,0,640,479,1743563747.0266676
persona,0.9055657982826233,189,0,640,480,1743563747.3996003
persona,0.8363547325134277,70,0,639,479,1743563747.7879853
persona,0.907518744468689,168,0,638,480,1743563748.175266
silla,0.3205353319644928,53,248,208,440,1743563748.1755571
persona,0.8546363711357117,129,0,638,480,1743563748.5494874
persona,0.8581217527389526,131,0,639,479,1743563748.929552
persona,0.8683140277862549,0,0,640,479,1743563749.3072743
persona,0.802399754524231,73,1,639,479,1743563749.681501
persona,0.8751876354217529,202,0,640,479,1743563750.0643485
wine glass,0.5334334373474121,515,192,639,392,1743563750.0648048
persona,0.8512117862701416,196,0,638,479,1743563750.4557965
donut,0.3806092143058777,412,92,539,208,1743563750.4562242
persona,0.8560867309570312,187,1,638,479,1743563750.8405516
persona,0.8505924940109253,192,0,638,479,1743563751.2283385
donut,0.3103208839893341,408,97,537,212,1743563751.228647
remote,0.9385185241699219,310,266,492,479,1743563751.6085973
persona,0.8811820149421692,166,0,639,479,1743563751.6090274
persona,0.795397937297821,99,10,639,480,1743563751.9941351
persona,0.32415249943733215,275,0,640,480,1743563751.9945724
persona,0.8549730181694031,132,1,639,479,1743563752.3775015
persona,0.806820273399353,128,8,639,480,1743563752.7614949
remote,0.5085106492042542,329,11,491,236,1743563752.761931
persona,0.7408233284950256,122,34,637,480,1743563753.1505585
persona,0.35810524225234985,255,0,640,480,1743563753.151046
remote,0.3517453670501709,324,12,486,239,1743563753.1514304
persona,0.7591468095779419,120,36,635,480,1743563753.5325887
remote,0.47208458185195923,325,12,488,242,1743563753.5330374
persona,0.3289061486721039,258,1,640,480,1743563753.533302
persona,0.7930988669395447,119,17,635,479,1743563753.914245
remote,0.4791409969329834,324,10,482,236,1743563753.9147246
persona,0.3645867109298706,262,0,640,480,1743563753.9150774
persona,0.8336958885192871,120,0,640,480,1743563754.3013244
ratón,0.3885171711444855,0,419,46,477,1743563754.3017383
persona,0.8503235578536987,157,0,639,478,1743563754.6813214
telefono celular,0.2913694381713867,327,116,487,352,1743563754.681633
telefono celular,0.8409950733184814,330,145,481,375,1743563755.0640152
persona,0.7335076928138733,165,0,639,477,1743563755.0643852
persona,0.2840907871723175,127,145,640,479,1743563755.0646515
telefono celular,0.9420206546783447,321,146,474,381,1743563755.4545536
persona,0.8261893391609192,140,2,640,479,1743563755.454921
telefono celular,0.8808532953262329,317,146,471,381,1743563755.8387098
persona,0.8274878859519958,159,0,639,479,1743563755.839076
telefono celular,0.8907544612884521,315,143,467,371,1743563756.2401426
persona,0.8178261518478394,138,2,640,480,1743563756.2405336
persona,0.8722615242004395,118,0,638,480,1743563756.6353188
telefono celular,0.4245411157608032,315,149,342,189,1743563756.6356816
persona,0.7805346250534058,85,2,640,479,1743563757.0317917
ratón,0.3433327078819275,0,419,46,477,1743563757.0320878
persona,0.7969523668289185,68,3,639,480,1743563757.435963
persona,0.7580588459968567,19,0,638,479,1743563757.8334546
persona,0.30731308460235596,64,18,510,479,1743563757.8338745
persona,0.7924900054931641,64,0,639,480,1743563758.2273176
persona,0.7535150051116943,41,0,637,479,1743563758.626944
persona,0.7490721940994263,62,0,625,479,1743563759.023645
persona,0.8071726560592651,82,0,638,480,1743563759.4183066
persona,0.8558380603790283,98,0,639,479,1743563759.8191624
pelota deportiva,0.36613255739212036,0,340,104,443,1743563759.8196087
persona,0.838313102722168,25,0,639,480,1743563760.218467
pelota deportiva,0.38904446363449097,0,340,104,444,1743563760.2189262
persona,0.807738721370697,135,0,640,480,1743563760.6160753
persona,0.3786673843860626,19,0,637,479,1743563761.0118177
persona,0.39489904046058655,13,1,639,479,1743563761.3942788
persona,0.621075451374054,254,0,639,480,1743563761.7848842
pelota deportiva,0.29654523730278015,0,208,102,311,1743563761.7853174
persona,0.8190481066703796,250,0,638,480,1743563762.2080693
silla,0.31074169278144836,106,132,305,317,1743563762.208517
silla,0.5681238770484924,42,119,286,315,1743563762.6026936
persona,0.4487614333629608,221,38,638,470,1743563762.6030815
motorcycle,0.3361437916755676,250,52,638,480,1743563762.603535
silla,0.3333507776260376,110,133,319,315,1743563762.6039894
silla,0.5621207356452942,41,121,296,326,1743563762.9832983
silla,0.5512887239456177,107,132,317,315,1743563762.9836044
persona,0.3994326591491699,219,116,638,475,1743563762.9838607
silla,0.5875072479248047,42,120,291,317,1743563763.3737051
persona,0.43828892707824707,223,58,639,477,1743563763.3741279
silla,0.36680349707603455,106,132,313,316,1743563763.3745677
silla,0.5278086066246033,41,120,288,319,1743563763.7576678
persona,0.503551721572876,224,49,639,477,1743563763.7580864
silla,0.39257922768592834,109,132,315,314,1743563763.7585647
silla,0.6393178105354309,42,119,288,315,1743563764.146217
persona,0.5141453742980957,226,54,639,478,1743563764.1467204
silla,0.36860448122024536,110,133,315,315,1743563764.147088
silla,0.5663237571716309,39,118,288,318,1743563764.5416563
persona,0.5608900189399719,227,53,638,478,1743563764.5421124
silla,0.42819109559059143,110,132,318,315,1743563764.5426173
persona,0.6503931283950806,226,58,638,477,1743563764.926188
silla,0.5238363146781921,42,119,291,317,1743563764.926712
silla,0.30571627616882324,108,132,317,316,1743563764.9270954
persona,0.5772435069084167,226,68,639,477,1743563765.4244347
silla,0.5031981468200684,40,119,290,316,1743563765.4249914
silla,0.34845003485679626,108,132,314,316,1743563765.4253888
silla,0.48668965697288513,37,119,294,314,1743563765.814592
silla,0.3270376920700073,112,132,317,315,1743563765.815021
remote,0.270693838596344,247,231,639,479,1743563765.8154073
frisbee,0.4191431999206543,73,454,137,479,1743563766.584647
persona,0.40444350242614746,406,0,639,181,1743563766.585057
persona,0.27270248532295227,127,32,639,479,1743563766.5853934
silla,0.25840315222740173,171,133,257,220,1743563766.5858407
silla,0.2573551535606384,41,116,168,306,1743563766.586199
remote,0.6533535122871399,160,35,640,479,1743563766.9669714
persona,0.2809801995754242,151,1,639,479,1743563766.9674966
persona,0.8917255997657776,59,0,638,480,1743563767.349757
frisbee,0.6897285580635071,74,455,138,479,1743563767.3501923
persona,0.6681810617446899,16,1,637,478,1743563767.7308657
persona,0.33150961995124817,0,210,216,446,1743563767.731279
persona,0.500990629196167,3,0,626,479,1743563768.1083765
persona,0.7348280549049377,28,2,638,479,1743563768.4886684
persona,0.522942066192627,232,3,637,477,1743563768.4890187
persona,0.8772786855697632,0,3,637,478,1743563768.8785257
persona,0.9121467471122742,1,0,633,477,1743563769.2666247
persona,0.8850788474082947,1,1,578,480,1743563769.6628036
persona,0.9046183228492737,0,0,583,480,1743563770.0476854
mochila,0.33156657218933105,42,201,577,479,1743563770.0479827
persona,0.8850574493408203,0,0,577,478,1743563770.4334161
persona,0.794840931892395,0,0,610,478,1743563770.8170972
persona,0.41474518179893494,0,2,596,478,1743563771.1974573
